surah,verse,surah_type,num_names,names_translit,names_arabic,last_word_divine,ends_with_pair
4,29,medinan,1,Allah,الله,0,0
4,30,medinan,1,Allah,الله,0,0
4,32,medinan,1,Allah,الله,0,0
4,33,medinan,1,Allah,الله,0,0
4,34,medinan,1,Allah,الله,0,0
4,35,medinan,1,Allah,الله,0,0
4,36,medinan,1,Allah,الله,0,0
4,37,medinan,1,Allah,الله,0,0
4,38,medinan,2,al-Akhir|Allah,الآخر|الله,0,0
4,39,medinan,2,al-Akhir|Allah,الآخر|الله,0,0
4,40,medinan,1,Allah,الله,0,0
4,42,medinan,1,Allah,الله,0,0
4,43,medinan,1,Allah,الله,0,0
4,45,medinan,1,Allah,الله,0,0
4,46,medinan,1,Allah,الله,0,0
4,47,medinan,1,Allah,الله,0,0
4,48,medinan,1,Allah,الله,0,0
4,49,medinan,1,Allah,الله,0,0
4,50,medinan,1,Allah,الله,0,0
4,52,medinan,1,Allah,الله,0,0
4,54,medinan,1,Allah,الله,0,0
4,56,medinan,1,Allah,الله,0,0
4,58,medinan,2,al-Adl|Allah,العدل|الله,0,0
4,59,medinan,2,al-Akhir|Allah,الآخر|الله,0,0
4,61,medinan,1,Allah,الله,0,0
4,62,medinan,1,Allah,الله,0,0
4,63,medinan,1,Allah,الله,0,0
4,64,medinan,1,Allah,الله,0,0
4,69,medinan,1,Allah,الله,0,0
4,70,medinan,1,Allah,الله,0,0
4,72,medinan,1,Allah,الله,0,0
4,73,medinan,1,Allah,الله,0,0
4,74,medinan,1,Allah,الله,0,0
4,75,medinan,1,Allah,الله,0,0
4,76,medinan,1,Allah,الله,0,0
4,77,medinan,1,Allah,الله,0,0
4,78,medinan,1,Allah,الله,0,0
4,79,medinan,1,Allah,الله,0,0
4,80,medinan,1,Allah,الله,0,0
4,81,medinan,1,Allah,الله,0,0
4,82,medinan,1,Allah,الله,0,0
4,83,medinan,1,Allah,الله,0,0
4,84,medinan,1,Allah,الله,0,0
4,85,medinan,1,Allah,الله,0,0
4,86,medinan,1,Allah,الله,0,0
4,87,medinan,1,Allah,الله,0,0
4,88,medinan,1,Allah,الله,0,0
4,89,medinan,1,Allah,الله,0,0
4,90,medinan,1,Allah,الله,0,0
4,92,medinan,1,Allah,الله,0,0
4,93,medinan,1,Allah,الله,0,0
4,94,medinan,2,al-Salam|Allah,السلام|الله,0,0
4,95,medinan,1,Allah,الله,0,0
4,96,medinan,1,Allah,الله,0,0
4,97,medinan,1,Allah,الله,0,0
4,99,medinan,1,Allah,الله,0,0
4,100,medinan,1,Allah,الله,0,0
4,102,medinan,1,Allah,الله,0,0
4,103,medinan,1,Allah,الله,0,0
4,104,medinan,1,Allah,الله,0,0
4,105,medinan,2,al-Haqq|Allah,الحق|الله,0,0
4,106,medinan,1,Allah,الله,0,0
4,107,medinan,1,Allah,الله,0,0
4,108,medinan,1,Allah,الله,0,0
4,109,medinan,1,Allah,الله,0,0
4,110,medinan,1,Allah,الله,0,0
4,111,medinan,1,Allah,الله,0,0
4,113,medinan,1,Allah,الله,0,0
4,114,medinan,1,Allah,الله,0,0
4,116,medinan,1,Allah,الله,0,0
4,118,medinan,1,Allah,الله,0,0
4,119,medinan,1,Allah,الله,0,0
4,122,medinan,1,Allah,الله,0,0
4,123,medinan,1,Allah,الله,0,0
4,125,medinan,1,Allah,الله,0,0
4,126,medinan,1,Allah,الله,0,0
4,127,medinan,1,Allah,الله,0,0
4,128,medinan,1,Allah,الله,0,0
4,129,medinan,1,Allah,الله,0,0
4,130,medinan,1,Allah,الله,0,0
4,131,medinan,1,Allah,الله,0,0
4,132,medinan,1,Allah,الله,0,0
4,133,medinan,1,Allah,الله,0,0
4,134,medinan,1,Allah,الله,0,0
4,135,medinan,1,Allah,الله,0,0
4,136,medinan,2,al-Akhir|Allah,الآخر|الله,0,0
4,137,medinan,1,Allah,الله,0,0
4,139,medinan,1,Allah,الله,0,0
4,140,medinan,1,Allah,الله,0,0
4,141,medinan,1,Allah,الله,0,0
4,142,medinan,1,Allah,الله,0,0
4,143,medinan,1,Allah,الله,0,0
4,144,medinan,1,Allah,الله,0,0
4,146,medinan,1,Allah,الله,0,0
4,147,medinan,1,Allah,الله,0,0
4,148,medinan,1,Allah,الله,0,0
4,149,medinan,1,Allah,الله,0,0
4,150,medinan,1,Allah,الله,0,0
4,152,medinan,1,Allah,الله,0,0
4,153,medinan,1,Allah,الله,0,0
4,155,medinan,1,Allah,الله,0,0
4,157,medinan,1,Allah,الله,0,0
4,158,medinan,1,Allah,الله,0,0
4,160,medinan,1,Allah,الله,0,0
4,162,medinan,2,al-Akhir|Allah,الآخر|الله,0,0
4,164,medinan,1,Allah,الله,0,0
4,165,medinan,1,Allah,الله,0,0
4,166,medinan,1,Allah,الله,0,0
4,167,medinan,1,Allah,الله,0,0
4,168,medinan,1,Allah,الله,0,0
4,169,medinan,1,Allah,الله,0,0
4,170,medinan,2,al-Haqq|Allah,الحق|الله,0,0
4,171,medinan,2,al-Haqq|Allah,الحق|الله,0,0
4,172,medinan,1,Allah,الله,0,0
4,173,medinan,1,Allah,الله,0,0
4,175,medinan,1,Allah,الله,0,0
4,176,medinan,1,Allah,الله,0,0
5,1,medinan,1,Allah,الله,0,0
5,2,medinan,1,Allah,الله,0,0
5,3,medinan,1,Allah,الله,0,0
5,4,medinan,1,Allah,الله,0,0
5,6,medinan,1,Allah,الله,0,0
5,7,medinan,1,Allah,الله,0,0
5,8,medinan,1,Allah,الله,0,0
5,9,medinan,1,Allah,الله,0,0
5,11,medinan,1,Allah,الله,0,0
5,12,medinan,1,Allah,الله,0,0
5,13,medinan,1,Allah,الله,0,0
5,14,medinan,1,Allah,الله,0,0
5,15,medinan,1,Allah,الله,0,0
5,16,medinan,3,al-Salam|Allah|al-Nur,السلام|الله|النور,0,0
5,17,medinan,1,Allah,الله,0,0
5,18,medinan,1,Allah,الله,0,0
5,19,medinan,1,Allah,الله,0,0
5,20,medinan,1,Allah,الله,0,0
5,21,medinan,1,Allah,الله,0,0
5,23,medinan,1,Allah,الله,0,0
5,27,medinan,2,al-Haqq|Allah,الحق|الله,0,0
5,28,medinan,1,Allah,الله,0,0
5,31,medinan,1,Allah,الله,0,0
5,33,medinan,1,Allah,الله,0,0
5,34,medinan,1,Allah,الله,0,0
5,35,medinan,1,Allah,الله,0,0
5,38,medinan,1,Allah,الله,0,0
5,39,medinan,1,Allah,الله,0,0
5,40,medinan,1,Allah,الله,0,0
5,41,medinan,1,Allah,الله,0,0
5,42,medinan,1,Allah,الله,0,0
5,43,medinan,1,Allah,الله,0,0
5,44,medinan,1,Allah,الله,0,0
5,45,medinan,1,Allah,الله,0,0
5,47,medinan,1,Allah,الله,0,0
5,48,medinan,2,al-Haqq|Allah,الحق|الله,0,0
5,49,medinan,1,Allah,الله,0,0
5,50,medinan,1,Allah,الله,0,0
5,51,medinan,1,Allah,الله,0,0
5,52,medinan,1,Allah,الله,0,0
5,53,medinan,1,Allah,الله,0,0
5,54,medinan,1,Allah,الله,0,0
5,55,medinan,1,Allah,الله,0,0
5,56,medinan,1,Allah,الله,0,0
5,57,medinan,1,Allah,الله,0,0
5,59,medinan,1,Allah,الله,0,0
5,60,medinan,1,Allah,الله,0,0
5,61,medinan,1,Allah,الله,0,0
5,64,medinan,1,Allah,الله,0,0
5,67,medinan,1,Allah,الله,0,0
5,69,medinan,2,al-Akhir|Allah,الآخر|الله,0,0
5,71,medinan,1,Allah,الله,0,0
5,72,medinan,1,Allah,الله,0,0
5,73,medinan,1,Allah,الله,0,0
5,74,medinan,1,Allah,الله,0,0
5,76,medinan,3,al-Sami|al-'Alim|Allah,السميع|العليم|الله,1,1
5,80,medinan,1,Allah,الله,0,0
5,81,medinan,1,Allah,الله,0,0
5,84,medinan,2,al-Haqq|Allah,الحق|الله,0,0
5,85,medinan,1,Allah,الله,0,0
5,87,medinan,1,Allah,الله,0,0
5,88,medinan,1,Allah,الله,0,0
5,89,medinan,1,Allah,الله,0,0
5,91,medinan,1,Allah,الله,0,0
5,92,medinan,1,Allah,الله,0,0
5,93,medinan,1,Allah,الله,0,0
5,94,medinan,1,Allah,الله,0,0
5,95,medinan,1,Allah,الله,0,0
5,96,medinan,2,al-Barr|Allah,البر|الله,0,0
5,97,medinan,1,Allah,الله,0,0
5,98,medinan,1,Allah,الله,0,0
5,99,medinan,1,Allah,الله,0,0
5,100,medinan,1,Allah,الله,0,0
5,101,medinan,1,Allah,الله,0,0
5,103,medinan,1,Allah,الله,0,0
5,104,medinan,1,Allah,الله,0,0
5,105,medinan,1,Allah,الله,0,0
5,106,medinan,1,Allah,الله,0,0
5,107,medinan,1,Allah,الله,0,0
5,108,medinan,1,Allah,الله,0,0
5,109,medinan,1,Allah,الله,0,0
5,110,medinan,1,Allah,الله,0,0
5,112,medinan,1,Allah,الله,0,0
5,115,medinan,1,Allah,الله,0,0
5,116,medinan,1,Allah,الله,0,0
5,117,medinan,2,al-Raqib|Allah,الرقيب|الله,0,0
5,118,medinan,2,al-Hakim|al-Aziz,الحكيم|العزيز,1,1
5,119,medinan,2,al-'Azim|Allah,العظيم|الله,1,0
5,120,medinan,1,Allah,الله,0,0
6,1,meccan,2,Allah|al-Nur,الله|النور,0,0
6,3,meccan,1,Allah,الله,0,0
6,12,meccan,1,Allah,الله,0,0
6,13,meccan,2,al-Sami|al-'Alim,السميع|العليم,1,1
6,14,meccan,1,Allah,الله,0,0
6,17,meccan,1,Allah,الله,0,0
6,18,meccan,2,al-Hakim|al-Khabir,الحكيم|الخبير,1,1
6,19,meccan,1,Allah,الله,0,0
6,21,meccan,1,Allah,الله,0,0
6,23,meccan,1,Allah,الله,0,0
6,31,meccan,1,Allah,الله,0,0
6,33,meccan,1,Allah,الله,0,0
6,34,meccan,1,Allah,الله,0,0
6,35,meccan,1,Allah,الله,0,0
6,36,meccan,1,Allah,الله,0,0
6,37,meccan,1,Allah,الله,0,0
6,39,meccan,1,Allah,الله,0,0
6,40,meccan,1,Allah,الله,0,0
6,45,meccan,1,Allah,الله,0,0
6,46,meccan,1,Allah,الله,0,0
6,47,meccan,1,Allah,الله,0,0
6,50,meccan,2,al-Basir|Allah,البصير|الله,0,0
6,53,meccan,1,Allah,الله,0,0
6,56,meccan,1,Allah,الله,0,0
6,57,meccan,2,al-Haqq|Allah,الحق|الله,0,0
6,58,meccan,1,Allah,الله,0,0
6,59,meccan,1,al-Barr,البر,0,0
6,62,meccan,2,al-Haqq|Allah,الحق|الله,0,0
6,63,meccan,1,al-Barr,البر,0,0
6,64,meccan,1,Allah,الله,0,0
6,65,meccan,1,al-Qadir,القادر,0,0
6,70,meccan,1,Allah,الله,0,0
6,71,meccan,1,Allah,الله,0,0
6,73,meccan,2,al-Hakim|al-Khabir,الحكيم|الخبير,1,1
6,80,meccan,1,Allah,الله,0,0
6,81,meccan,1,Allah,الله,0,0
6,88,meccan,1,Allah,الله,0,0
6,90,meccan,1,Allah,الله,0,0
6,91,meccan,1,Allah,الله,0,0
6,93,meccan,2,al-Haqq|Allah,الحق|الله,0,0
6,95,meccan,2,al-Hayy|Allah,الحي|الله,0,0
6,96,meccan,2,al-Aziz|al-'Alim,العزيز|العليم,1,1
6,97,meccan,1,al-Barr,البر,0,0
6,100,meccan,1,Allah,الله,0,0
6,102,meccan,1,Allah,الله,0,0
6,103,meccan,2,al-Khabir|al-Latif,الخبير|اللطيف,1,1
6,107,meccan,1,Allah,الله,0,0
6,108,meccan,1,Allah,الله,0,0
6,109,meccan,1,Allah,الله,0,0
6,111,meccan,1,Allah,الله,0,0
6,114,meccan,2,al-Haqq|Allah,الحق|الله,0,0
6,115,meccan,2,al-Sami|al-'Alim,السميع|العليم,1,1
6,116,meccan,1,Allah,الله,0,0
6,118,meccan,1,Allah,الله,0,0
6,119,meccan,1,Allah,الله,0,0
6,121,meccan,1,Allah,الله,0,0
6,124,meccan,1,Allah,الله,0,0
6,125,meccan,1,Allah,الله,0,0
6,127,meccan,1,al-Salam,السلام,0,0
6,128,meccan,1,Allah,الله,0,0
6,133,meccan,1,al-Ghani,الغني,0,0
6,136,meccan,1,Allah,الله,0,0
6,137,meccan,1,Allah,الله,0,0
6,138,meccan,1,Allah,الله,0,0
