surah,verse,word_index,original_word,synonyms_pipe,fragility,delta_rhyme,delta_hapax_end,delta_divine_name,delta_gzip,delta_palindrome,delta_saj
2,272,28,تظلمون,ان[با|اشتدت|يحذر,0.003903853280150388,0.015148456828490715,0.005349551131040504,0.0,0.0010137944792842435,0.0,0.0019113172420868643
2,217,25,والفتنة,خافية|احمال|مملوك,0.00039776207670385254,0.0,0.0,0.0,0.0007417773688236472,0.0,0.001644795091399468
2,184,9,سفر,وجيه|زاد|اشراق,0.00024138286665390454,0.0,0.0,0.0,0.0008925378349366256,0.0,0.0005557593649868017
3,154,40,لك,ايا,0.0005089541413780925,0.0,0.0,0.0,0.00010670340833497323,0.0,0.0029470214399335824
3,13,6,فئتين,مفرطون|جناح|امنيت,0.008099026723222246,0.0,0.0,0.0,0.0004579528238869142,0.04648001584212137,0.001656191673325192
3,94,1,فمن,ما|اى|لو,0.0003226072258536116,0.0,0.0,0.0,0.0005039245048653426,0.0,0.0014317188502563272
3,19,10,الكتاب,منصور|مصطفين|وريد,0.00029890049348438026,0.0,0.0,0.0,0.0006565804212980864,0.0,0.0011368225396081952
3,51,3,ربي,سندس|اربع|مدخل,0.0019118105391898981,0.0,0.0,0.008562679681300964,0.0005646291779173901,0.0,0.0023435543759210337
3,138,2,بيان,جذع|جلبيب|موعدة,0.0003714174498418404,0.0,0.0,0.0,0.00019339933297520814,0.0,0.0020351053660758343
3,49,8,باية,صادق|شعوب|مصلى,0.00019081380539120218,0.0,0.0,0.0,0.0011448828323472131,0.0,0.0
3,129,3,في,مع2|على|حتى,0.00038870188848480193,0.0,0.0,0.0,0.0011955910830128756,0.0,0.001136620247895936
3,31,3,كنتم,حاد|مهل|تنفذ,0.0006295669909608218,0.0,0.0,0.0,0.00031049718661433566,0.0,0.003466904759150595
4,171,28,بالله,حسبان|اساور|عشار,0.009276623214049031,0.0,0.0,0.0,0.0012282433587568558,0.052554108821489524,0.0018773871040478056
4,89,17,فان,من|مهما|اذا,0.0003119389250145908,0.0,0.0,0.0,0.00021039502994930925,0.0,0.0016612385201382354
4,94,5,اذا,قبض|يكلؤ|تنفذ,0.0006500453635570917,0.0,0.0,0.0,0.0006994528238783107,0.0,0.0032008193574642393
4,7,11,الوالدان,استبرق|تهلكة|ايقاظ,0.0003557721349425537,0.0,0.0,0.0,0.0012699102591779239,0.0,0.0008647225504773982
4,157,9,الله,جنة|هرون|يهودي,0.0017448719707558347,0.0,0.0,0.007966500548560901,0.0008415605653380574,0.0,0.0016611707106360496
4,75,25,لدنك,امة|واهية|فتيل,0.000612174848602984,0.0,0.0,0.0,0.0003506621671465193,0.0,0.003322386924471385
4,112,5,اثما,مغضب|مضي|ملح,0.00042448136203088383,0.0,0.0,0.0,0.00021040263058553946,0.0,0.002336485541599764
4,44,14,السبيل,عرجون|فتيت|بلغة,0.00022531648978344715,0.0,0.0,0.0,0.00046048845277270084,0.0,0.000891410485927982
5,82,19,ذلك,هذا|ذا|هنا,0.0006594213267825071,0.0,0.0,0.0,0.000706415368882571,0.0,0.0032501125918124713
5,82,17,انا,ليت|كان|لعل,0.0006970747064842311,0.0,0.0,0.0,0.001218804974511762,0.0,0.002963643264393625
5,74,2,يتوبون,اتسق|اسكن|يخلد,0.0009540846371607066,0.0,0.0,0.0,0.0003007540956157931,0.0,0.005423753727348446
5,97,13,لتعلموا,تستبين|يتغامز|انكدرت,0.0005040805101510573,0.0,0.0,0.0,0.0010879771179712304,0.0,0.0019365059429351135
5,73,7,ثالث,مسكنة|نقص|سبغت,0.0005095684680086122,0.0,0.0,0.0,9.375375350495837e-05,0.0,0.0029636570545467146
5,95,42,سلف,ان|ما|الذى,0.0003126752546760785,0.0,0.0,0.0,0.0005124373047074282,0.0,0.001363614223349043
5,67,1,يا,صدود|تكليم|مستمع,0.0005336650665372941,0.0,0.0,0.0,0.0009114251998384617,0.0,0.002290565199385303
5,66,5,والانجيل,نصراني|اسرائيل|ابراهيم,0.0010167838836043213,0.0,0.0,0.0,0.002732107312321278,0.0,0.0033685959893046493
5,119,5,ينفع,وزن|اصلي|انهار,0.00021509177665752932,0.0,0.0,0.0,0.00038149933630443595,0.0,0.00090905132364074
6,89,12,وكلنا,طبع|يطمع|يبلس,0.00021146969904644979,0.0,0.0,0.0,0.00019117759032018583,0.0,0.001077640603958513
6,104,12,وما,لم|لن|كى,0.00035181651314735774,0.0,0.0,0.0,0.0009589143730598665,0.0,0.0011519847058242799
6,31,25,ساء,الذى|من|هذا,0.0004437134404657132,0.0,0.0,0.0,0.000358436424287589,0.0,0.00230384421850669
6,84,6,هدينا,دخل|طفق|اهتدى,0.0003141538107678526,0.0,0.0,0.0,0.0008304735446279253,0.0,0.0010544493199791906
6,5,7,ياتيهم,تسترضع|تقطع|يولج,0.00041767620711840166,0.0,0.0,0.0,0.0007408599330036157,0.0,0.0017651973097067939
6,148,6,الله,يحيى|سبا|ادريس,0.0019786208143927966,0.0,0.0,0.009809535852171142,0.0015234322398837733,0.0,0.0005387567943018646
6,29,6,الدنيا,كثيرة|رفيع|عجاب,0.00040126657245514167,0.0,0.0,0.0,0.001060516920953449,0.0,0.001347082513777401
6,153,2,هذا,ذنك|هتين|هذن,0.0007928956659866123,0.0,0.0,0.0,0.0009349469922037202,0.0,0.003822427003715953
6,143,11,حرم,ضرب|فتق|تناد,0.00027539537998574854,0.0,0.0,0.0,0.001383015050325835,0.0,0.00026935722958865626
7,158,17,الا,ايا,0.007675766829930128,0.0,0.0,0.0,0.0007138012120210418,0.045340799767559725,0.0
7,193,5,لا,لما|لن|لم,0.0003080362530459587,0.0,0.0,0.0,0.00035209446073042935,0.0,0.0014961230575453227
7,124,3,وارجلكم,مثقال|حلقوم|اكراه,0.0005876989828563147,0.0,0.0,0.0,0.00018741055785767143,0.0,0.003338783339280217
7,89,39,بالحق,وهن|مدرار|وجلون,0.0005232904188059279,0.0,0.0,0.0,0.001119986297997994,0.0,0.0020197562148375737
7,172,7,من,مع2|الى|عن,0.0005240294861897622,0.0,0.0,0.0,0.0004980779711317486,0.0,0.0026460989460068253
7,144,13,وكن,الى|على|عن,0.0006080847809069179,0.0,0.0,0.0,0.0002728023178246609,0.0,0.0033757063676168463
7,82,4,قومه,مدرار|بينة|عشرة,0.00033447333497264024,0.0,0.0,0.0,0.000510716952290519,0.0,0.0014961230575453227
7,3,4,اليكم,مع2|على|حتى,0.0008558115130766803,0.0,0.0,0.0,0.001796085739178861,0.0,0.003338783339281221
7,163,7,البحر,ملقيت|غنم|هدهد,0.0003214003582463706,0.0,0.0,0.0,0.0002919954086074888,0.0,0.001636406740870735
8,39,12,فان,ويكان|كان|لعل,0.0011572670899176465,0.0,0.0,0.0,0.000673042345945241,0.0,0.006270560193560638
8,7,10,غير,خمدين|سيئ|ناصح,0.0012699686332144128,0.0,0.0,0.0,0.0019667964060134943,0.0,0.005653015393272983
8,38,9,قد,ان|الا,0.001392468611251308,0.0,0.0,0.0,0.0017275788508813086,0.0,0.00662723281662654
8,67,16,يريد,يقبل|حفظ|اصب,0.0017173514873469794,0.0,0.0,0.0,0.0006731307160838457,0.0,0.00963097820799803
8,34,2,لهم,ايا,0.000945696589139007,0.0,0.0,0.0,0.0006378564860363699,0.0,0.005036323048797672
8,69,2,مما,حتى|الى|عن,0.0007540815310472551,0.0,0.0,0.0,0.0005491664876591957,0.0,0.003975322698624335
8,32,9,من,حتى|على|الى,0.0014848995097925058,0.0,0.0,0.0,0.0006912544742996277,0.0,0.008218142584455407
8,7,19,الحق,ذريت|سي#ات|مورود,0.005784087264180569,0.0,0.0,0.024136828956710762,0.0038535319595665797,0.0,0.006714162668806073
8,29,3,الذين,استغش|تنزلت|نقتبس,0.0017216029143236249,0.0,0.0,0.0,0.0036145200875418405,0.0,0.006715097398399909
9,125,5,مرض,ركام|حسير|بارزة,0.0003354180110528287,0.0,0.0,0.0,0.00020007064060367685,0.0,0.0018124374257132954
9,72,5,جنات,نفع|عالي|مزدجر,0.0005824910356353326,0.0,0.0,0.0,0.0012393863782629514,0.0,0.002255559835549044
9,99,5,بالله,اسحاق|مروة|سينين,0.0007746551985299274,0.0,0.0,0.0,0.0017074525789081687,0.0,0.0029404786122713958
9,85,16,كافرون,عرض|هزو|تحت,0.006136002042446839,0.033584950798049844,0.0,0.0,0.0012171820543081385,0.0,0.002013879402323056
9,3,21,وان,اى|الذى|من,0.0005852937734933804,0.0,0.0,0.0,0.0005713006908544408,0.0,0.0029404619501058418
9,83,23,فاقعدوا,تستقسم|يستصرخ|استغنى,0.0005024467038306506,0.0,0.0,0.0,0.0008876905899375555,0.0,0.002126989633046348
9,120,39,عدو,مزدجر|ندامة|عمد,0.0002539079230826668,0.0,0.0,0.0,0.0007099585197601057,0.0,0.0008134890187358948
9,10,9,هم,ايا,0.00042885488172503825,0.0,0.0,0.0,0.0010746816637543064,0.0,0.001498447626595923
9,43,12,وتعلم,يطمع|يواط#|ربي,0.0009673774457230009,0.0,0.0,0.0039890807138036055,0.0005019594528933561,0.0,0.0013132245076410436
10,62,7,عليهم,مع2|الى|حتى,0.0005921370864038809,0.0,0.0,0.0,0.0008679209834750384,0.0,0.002684901534948247
10,49,10,شاء,اجلب|خر|تدور,0.0011546224295231075,0.0,0.0,0.0,0.001714193539711701,0.0,0.005213541037426945
10,48,5,ان,اى|الم|لولا,0.0004786786403182033,0.0,0.0,0.0,0.00033860299275375813,0.0,0.0025334688491554617
10,68,17,من,حتى|مع2|الى,0.001156665325837097,0.0,0.0,0.0,0.0011328548595111389,0.0,0.005807137095511443
10,52,7,الخلد,مرقد|رسول|مبلغ,0.0006604613149109154,0.0,0.0,0.0,0.0005377473685973327,0.0,0.0034250205208681598
10,30,14,ما,هذا|الذى|ال#ى,0.001053436745715492,0.0,0.0,0.0,0.001408488965215245,0.0,0.004912131509077707
10,88,14,ليضلوا,تبتئس|يعبؤا@|يتضرع,0.0008830267471670291,0.0,0.0,0.0,0.002019978156780885,0.0,0.0032781823262212893
10,73,7,وجعلناهم,اعتدى|يتعلم|استنكف,0.0008632019949460033,0.0,0.0,0.0,0.0018999691727741,0.0,0.00327924279690192
10,93,10,فما,كى|ان|لا,0.0005659992559493465,0.0,0.0,0.0,0.0011627986075125548,0.0,0.002233196928183524
11,99,5,ويوم,معلقة|عاصفة|حصور,0.0020207167254253865,0.0,0.0,0.0,0.0025880142465373956,0.0,0.009536286106014924
11,13,18,صادقين,ولى|حمدون|واد,0.00420600082785469,0.02348216072058762,0.0,0.0,0.0007231150260050851,0.0,0.0010307292205354354
11,102,11,اليم,اسود|مريد|غربى,0.0006026748165083335,0.0,0.0,0.0,0.0001453219879729717,0.0,0.0034707269110770293
11,25,6,اني,ويكان|ليت|كان,0.0006004142429393449,0.0,0.0,0.0,0.0015708296100860782,0.0,0.0020316558475499914
11,3,13,ويؤت,اكفل|تحر|يمحص,0.0005652591372128332,0.0,0.0,0.0,0.0006401955677712872,0.0,0.0027513592555057126
11,52,9,السماء,مع2|حتى|الى,0.00021137298498323582,0.0,0.0,0.0,0.0008014175895067585,0.0,0.0004668203203926564
11,51,6,اجرا,لم|لما|كى,0.0004546242975788061,0.0,0.0,0.0,0.00028700418757147554,0.0,0.002440741597901361
11,119,13,الجنة,سفه|جميع|بناء,0.004910858694843075,0.0,0.0,0.0,0.0009272627651312151,0.025066458408081756,0.00347143099584548
11,39,5,عذاب,خنزير|توصية|فعلت,0.0012524209647252502,0.0,0.0,0.0,0.003169236071593359,0.0,0.004345289716758142
12,57,6,وكانوا,تستبين|استخلف|استنكف,0.0009807977320508531,0.0,0.0,0.0,0.0009341596391676026,0.0,0.004950626753137516
12,5,2,يا,علق|عطاء|صوت,0.0008960181957679197,0.0,0.0,0.0,0.004138655649143799,0.0,0.001237453525463719
12,36,10,خمرا,نهى|كبير|مبشر,0.0008986941396929505,0.0,0.0,0.0,0.0011838610535463135,0.0,0.004208303784611389
12,8,3,ليوسف,ثمود|اليسع|صفا,0.0011117961243274782,0.0,0.0,0.0,0.0024618290916630565,0.0,0.004208947654301813
12,38,10,ان,ما|كى|لو,0.0002841227513114889,0.0,0.0,0.0,0.0004670798195838013,0.0,0.0012376566882851322
12,15,7,في,مع2|حتى|على,0.0005655266695978864,0.0,0.0,0.0,0.0011662925033233895,0.0,0.0022268675142639287
12,62,6,رحالهم,انثى|صغار|اعظم,0.0006672298019315288,0.0,0.0,0.0,0.0010309696481036036,0.0,0.002972409163485569
12,36,16,فوق,مانعت|كبر|لحم,0.0004496549854969627,0.0,0.0,0.0,0.0012132160201261542,0.0,0.001484713892855622
12,30,6,العزيز,منيب|سريع|مسلمت,0.004617302587626856,0.0,0.0,0.016700803099852043,0.0023385007401626736,0.0,0.008664511685746418
13,16,16,نفعا,نفثت|صيب|طارق,0.0020891058469629064,0.0,0.0,0.0,0.0007539134380207357,0.0,0.011780721643756702
13,22,12,وعلانية,كوافر|مشركت|واهية,0.0010412597862341113,0.0,0.0,0.0,0.0005427437284000483,0.0,0.005704814989004619
13,31,30,ولا,لن|ما|لم,0.0007935698048601165,0.0,0.0,0.0,0.000633919262662337,0.0,0.004127499566498362
13,22,2,صبروا,زحزح|يبلس|يوبق,0.00210627790960415,0.0,0.0,0.0,0.0008547863268262332,0.0,0.011782881130798667
13,3,15,اثنين,راجفة|زنجبيل|ظهير,0.0013363292686544126,0.0,0.0,0.0,0.0009649212264950261,0.0,0.0070530543854314485
13,18,20,اولئك,هكذا|تلكم|هتين,0.002073154360408246,0.0,0.0,0.0,0.0032078388864179128,0.0,0.009231087276031563
13,26,16,متاع,مغلوب|رباط|موفور,0.01930941828795451,0.03358495079804977,0.0711614708594225,0.0,0.001507229611215019,0.0,0.009602858459039769
13,13,17,وهو,ايا,0.001436366478160636,0.0,0.0,0.0,0.0009649767917064793,0.0,0.007653222077257337
13,11,7,خلفه,غرام|فصل|مهاجر,0.0014194668857029939,0.0,0.0,0.0,0.0008641293600900958,0.0,0.007652671954127867
14,31,3,الذين,هذا|ال#ى|اولاء,0.0020452744191754905,0.0,0.0,0.0,0.004302278458797176,0.0,0.007969368056255765
14,9,32,لفي,الى|على|من,0.0014066860463427195,0.0,0.0,0.0,0.0017251514817025846,0.0,0.006714964796353732
14,33,4,والقمر,مقصرين|قميص|مؤمنت,0.0005655033486020989,0.0,0.0,0.0,0.0005366174640289669,0.0,0.002856402627583626
14,19,9,ان,لو|مهما|حيث2,0.00137492002184518,0.0,0.0,0.0,0.0018368467566979411,0.0,0.006412673374373138
14,27,5,بالقول,شواظ|يسير|صفنت,0.0023557078192994983,0.0,0.0,0.0,0.0007503712129497955,0.0,0.013383875702847194
14,35,5,اجعل,نمير|اتى|رزق,0.001833681638369065,0.0,0.0,0.0,0.0033351702525791513,0.0,0.007666919577635238
14,14,8,مقامي,قبائل|معروفة|مصير,0.031121567494990603,0.0,0.0,0.0,0.0011886683233040397,0.17787544524196458,0.007665291404674995
14,32,3,خلق,تتقلب|صبر|بكت,0.0015819538182067876,0.0,0.0,0.0,0.0024800714906724575,0.0,0.0070116514185682675
14,18,11,يوم,طارق|اسباط|اصبع,0.0025074037883048724,0.0,0.0,0.0,0.0009689768785506368,0.0,0.014075445851278599
15,14,3,عليهم,حتى|الى|مع2,0.002109414432112318,0.0,0.0,0.0,0.00572032071828646,0.0,0.00693616587438745
15,15,8,مسحورون,موقنين|زيتون|مسبوقين,0.009661686710143275,0.0,0.04636277646901776,0.0,0.002518888064701228,0.0,0.009088455727140664
15,23,1,وانا,ويكان|لكن|كان,0.0024747683817716525,0.0,0.0,0.0,0.003451079328127516,0.0,0.011397530962502398
15,8,9,منظرين,قائمة|مقابر|فريق,0.009753253910580855,0.04376220861564091,0.0,0.0,0.0038559384588461496,0.0,0.010901376388998072
15,42,9,اتبعك,سابق|يسيغ|لعن,0.0008549538107921955,0.0,0.0,0.0,0.0019904012784614745,0.0,0.003139321586291699
15,55,2,بشرناك,توارت|تشمت|نهى,0.0019114520881127293,0.0,0.0,0.0,0.005187948388967135,0.0,0.00628076413970924
15,42,5,عليهم,حتى|الى|مع2,0.001732037969249523,0.0,0.0,0.0,0.003456061941109687,0.0,0.00693616587438745
15,9,6,له,ايا,0.0012552186890839878,0.0,0.0,0.0,0.0015852166073581225,0.0,0.005946095527145804
15,86,2,ربك,اجدر|عاصفة|مصيب,0.010846000403263972,0.0,0.0,0.04562852597295987,0.0021134169688446424,0.0,0.017334059477779322
16,80,6,سكنا,اواب|مغفرة|غبرة,0.00044616682493064854,0.0,0.0,0.0,0.001957768433748123,0.0,0.0007192325158357685
16,109,1,لا,كى|لما|ما,0.00015565866009070652,0.0,0.0,0.0,0.0004986386546907454,0.0,0.00043531330585349373
16,90,15,لعلكم,ليت|لكن|كان,0.00042217375277552206,0.0,0.0,0.0,0.0010940263489559398,0.0,0.0014390161676971925
16,33,9,امر,نشرت|نحاس|نهار,0.0006607730682298207,0.0,0.0,0.0,0.0009363142501646309,0.0,0.003028324159214293
16,111,2,تاتي,تعاطى|اتم|يوفق,0.0004861685052298401,0.0,0.0,0.0,0.0006078082110605287,0.0,0.0023092028203185117
16,124,10,ليحكم,منع|خلف|يجر,0.0006395173182661168,0.0,0.0,0.0,0.0006561673716531082,0.0,0.003180936537943593
16,99,2,ليس,تعجل|تعز|عزل,0.0005202548315070137,0.0,0.0,0.0,0.0003768292119681947,0.0,0.0027446997770738876
16,112,12,كل,بيان|حاجز|مولى,0.0005793876449323418,0.0,0.0,0.0,0.0003158800746043889,0.0,0.003160445794989662
16,37,14,ناصرين,كثرة|زجر|حلاف,0.010305779125860212,0.03384733322615955,0.023905806616837257,0.0,0.0010331549192217617,0.0,0.0030483799929427054
17,72,2,كان,نسى|يصفح|اخلف,0.001093762797505701,0.0,0.0,0.0,0.0008163153280220574,0.0,0.005746261457012149
17,3,4,مع,حيث|دون|فوق,0.000574014461095599,0.0,0.0,0.0,0.00019188801298257511,0.0,0.003252198753591019
17,47,18,رجلا,حوب|زور|زينة,0.0005543707204841691,0.0,0.0,0.0,0.0009047874955384202,0.0,0.002421436827366594
17,54,5,يشا,يلحد|املى|صلى,0.014513757742353042,0.0,0.0,0.0,0.0013325962238059633,0.0833290374106503,0.0024209128196619853
17,54,11,وما,لم|كى|لن,0.000469609483136912,0.0,0.0,0.0,0.0006245492254834772,0.0,0.002193107673337995
17,56,12,ولا,لم|كى|لن,0.000498298197133915,0.0,0.0,0.0,0.0007966815094654948,0.0,0.002193107673337995
17,97,16,القيامة,كلمة|مرفق|مرجو,0.001185530099894181,0.0,0.0,0.0,0.0023510633007775925,0.0,0.004762117298587494
17,47,4,يستمعون,يستوف|اجيبت|تراءت,0.0005862355010614462,0.0,0.0,0.0,0.0018540900896325178,0.0,0.0016633229167361588
17,19,9,فاولئك,ذلك|هتين|ذنك,0.0007992466616722522,0.0,0.0,0.0,0.0008653998804736274,0.0,0.003930080089559886
18,4,4,اتخذ,يضار|تفيض|وكل,0.001220049081674793,0.0,0.0,0.0,0.0009819045159212962,0.0,0.006338389974127462
18,103,5,اعمالا,محجوبون|مقيل|نفخة,0.012844374702657762,0.03938598775407682,0.027817665881410634,0.0,0.0005102820674973575,0.0,0.009352312512961753
18,21,6,وعد,شيخ|سنبلة|حما,0.0008417605522289966,0.0,0.0,0.0,0.0020368730957025195,0.0,0.00301369021767146
18,14,13,من,حتى|عن|فى,0.0012694874135161037,0.0,0.0,0.0,0.0012794158450259183,0.0,0.006337508636070704
18,18,12,ذراعيه,مفاتح|فرقان|عشية,0.0006605797920701896,0.0,0.0,0.0,0.0006959550717411503,0.0,0.0032675236806799877
18,58,6,يؤاخذهم,يستبدل|اصطنع|تراءت,0.0020117384766999455,0.0,0.0,0.0,0.0010827290739216723,0.0,0.010987701786278002
18,81,1,فاردنا,سطحت|تذكر|يستنقذ,0.000851332597923172,0.0,0.0,0.0,0.001840433177258923,0.0,0.0032675624102801093
18,22,12,سبعة,قوام|وال|تخوف,0.0012116347816619303,0.0,0.0,0.0,0.0009316294125824338,0.0,0.006338179277389148
18,64,1,قال,نقب|يل|ي#ود,0.0006723731183599672,0.0,0.0,0.0,0.0012736513670466348,0.0,0.0027605873431131686
19,46,4,عن,مع2|فى|على,0.0011126616506853095,0.0,0.0,0.0,0.0015388058902771696,0.0,0.005137164013834687
19,97,1,فانما,لعل|لكن|ليت,0.0025198236875121276,0.0,0.0,0.0,0.0019968519783561665,0.0,0.013122090146716598
19,38,8,اليوم,ثلث|ثلثة|بكرة,0.01818707143957019,0.0,0.0,0.0,0.003354492581664428,0.0953559087895069,0.010412027266249799
19,71,9,مقضيا,صفر|خبير|رءوف,0.011199199703094206,0.044208761764779864,0.015611955341607937,0.0,0.002776394544421458,0.0,0.004598086567755981
19,17,3,دونهم,شطط|مقتدون|تشاور,0.002200017281599844,0.0,0.0,0.0,0.005968313640103611,0.0,0.007231790049495453
19,52,6,وقربناه,ازلفت|ي#ود|ازينت,0.001327990715323013,0.0,0.0,0.0,0.001815856179128484,0.0,0.006152088112809595
19,48,10,الا,كى|ما|لو,0.0012836836421442279,0.0,0.0,0.0,0.0011427245591385561,0.0,0.006559377293726811
19,75,12,راوا,امطرت|شبه|انصت,0.0008202406881847235,0.0,0.0,0.0,0.0008669706457346051,0.0,0.004054473483373735
19,6,6,واجعله,اثار|يدحض|الهم,0.0007771948163842983,0.0,0.0,0.0,0.0018220751018438869,0.0,0.0028410937964619023
20,34,2,كثيرا,كبرى|عبوس|خير,0.0024855077607046534,0.010697428772712169,0.0,0.0,0.0022407616473290874,0.0,0.001974856144186665
20,75,1,ومن,لو|الم|لولا,0.000733554008083815,0.0,0.0,0.0,0.0010512933463370751,0.0,0.0033500307021658146
20,69,7,صنعوا,نداول|تنهر|ينال,0.001807869329140434,0.0,0.0,0.0,0.0021716225027042222,0.0,0.008675593472138383
20,80,13,عليكم,قوى|حسيس|محذور,0.0016720191203782285,0.0,0.0,0.0,0.002942250939310666,0.0,0.007089863782958704
20,106,2,قاعا,مسكونة|رجم|حاجز,0.0013481876162043437,0.0,0.0,0.0,0.0007014540723726218,0.0,0.007387671624853441
20,58,2,بسحر,مخسرين|مقتدون|مغيرت,0.0016443280594135498,0.0,0.0,0.0,0.001404408109749209,0.0,0.00846156024673209
20,73,7,وما,هذا|من|ال#ى,0.0052645168100229,0.0,0.0,0.0,0.0010521646280141227,0.02353568232209202,0.0069992539100312565
20,110,2,ما,من|الذى|ال#ى,0.0011710027875190753,0.0,0.0,0.0,0.0014035661725393972,0.0,0.0056224505525750545
21,97,4,فاذا,سبع|ثمنية|سنين,0.0022585754509829143,0.0,0.0,0.0,0.0011243811878478551,0.0,0.01242707151804963
21,28,2,ما,هذا|ال#ى|الذى,0.0014218165586511445,0.0,0.0,0.0,0.0013837102749242071,0.0,0.007147189076982659
21,105,4,الزبور,هروت|صلح2|مدين,0.001197133450501493,0.0,0.0,0.0,0.001480251164472195,0.0,0.005702549538536763
21,90,3,ووهبنا,اسلم|تضرع|ابرم,0.0009342263272468634,0.0,0.0,0.0,0.0024277450694839497,0.0,0.0031776128939972306
21,36,16,هم,ايا,0.0007207749515087163,0.0,0.0,0.0,0.0011008222092562428,0.0,0.0032238274997960547
21,26,4,ولدا,غوين|دية|مبصر,0.00028047521146732686,0.0,0.0,0.0,0.000982198663764086,0.0,0.0007006526050398753
21,63,5,هذا,هتين|ذنك|اولاء,0.0019378857343705076,0.0,0.0,0.0,0.0006511743060153997,0.0,0.010976140100207647
21,89,2,اذ,ادنى|قبل|ثلثة,0.0012229219231185058,0.0,0.0,0.0,0.0013125420700306229,0.0,0.006024989468680412
21,93,3,بينهم,حول|هنالك|اسفل,0.0012993294262461372,0.0,0.0,0.0,0.0003670408297093506,0.0,0.007428935727767473
22,2,14,الناس,صريم|اشتات|فكهين,0.0013704932901926713,0.0,0.0,0.0,0.0037789027001437713,0.0,0.0044440570410122565
22,14,7,الصالحات,كسوت|طائف|كبيرة,0.0026514326886174088,0.0,0.0,0.0,0.0061654509357538245,0.0,0.009743145195950629
22,5,11,خلقناكم,فى|مع2|على,0.0017703694461379978,0.0,0.0,0.0,0.0020095325432676276,0.0,0.008612684133560358
22,18,30,له,ايا,0.0005616035959608264,0.0,0.0,0.0,0.00025060254331315694,0.0,0.0031190190324518014
22,78,19,سماكم,تشيع|مهل|انتهى,0.0007013326824105653,0.0,0.0,0.0,0.0014660243871336767,0.0,0.0027419717073297145
22,69,5,القيامة,ءاكلون|منازل|ميزان,0.0009784305386387785,0.0,0.0,0.0,0.0023722755096402042,0.0,0.0034983077221924664
22,33,4,الى,فى|عن|من,0.0010566174567617432,0.0,0.0,0.0,0.0018953273840723638,0.0,0.004444377356498095
22,38,13,كفور,رفيع|موعود|سوى,0.016905561885439617,0.055544341704466996,0.0392300416276304,0.0,0.0019310602451579836,0.0,0.004727927735382324
22,28,3,لهم,ايا,0.0008509180863093004,0.0,0.0,0.0,0.0,0.0,0.005105508517855802
23,70,2,يقولون,اجلب|تخالط|ينغض,0.002473497923700072,0.0,0.0,0.0,0.000809649008346031,0.0,0.0140313385338544
23,82,5,ترابا,نوى|جائر|رشيد,0.0005603576488564901,0.0,0.0,0.0,0.0009027593044831911,0.0,0.002459386588655749
23,27,14,فيها,حتى|عن|الى,0.0009163460625242751,0.0,0.0,0.0,0.000578951443138031,0.0,0.00491912493200762
23,88,4,ملكوت,عقبة|ورقة|شهاب,0.0027478344993549886,0.0,0.0,0.0,0.00201618521782529,0.0,0.01447082177830464
23,88,11,عليه,عن|الى|مع2,0.0005853031184880994,0.0,0.0,0.0,0.0014939697467472087,0.0,0.002017848964181388
23,87,1,سيقولون,استعمر|يستن[ب#|يرجوا@,0.01612310661460238,0.0,0.0,0.0,0.00668878549005614,0.07838578942866246,0.011664064768895683
