surah	verse	surah_name_translit	source	peak_keyword_context	char_pos	confidence	snippet_verbatim
2	38	al-Baqara	biqai-nazm-al-durar	مقصود	370264	MEDIUM	الرسول من الأمر البين الذي يشهد به كتابهم وقد أخذ عليهم العهد باتباعه كما أرشد إلى قوله تعالى: {فإما يأتينكم مني هدى} [البقرة: 38] الآية، أنكر عليهم ثانيا كفرهم بما أتى به الرسل بقوله: {أو كلما عاهدوا عهدا نبذه} أي طرحه محتقرا له {فري
2	40	al-Baqara	biqai-nazm-al-durar	المقصود	1844835	MEDIUM	حل بيد الشرع القوية، تذكيرا بما أشار إليه قوله تعالى في حق أولئك {اذكروا نعمتي وأوفوا بعهدي أوف بعهدكم وإياي فارهبون} [البقرة: 40] وإخبارا لهم بأنه أحل لهم ما حرم على أولئك، فقال على سبيل التعليل مشيرا إلى أن المقصود من النعمة كونها،
2	43	al-Baqara	biqai-nazm-al-durar	المقصود	1247095	MEDIUM	ود الآن فأخبرت أنه ليس فيها ركوع، ثم رأيت البغوي # PageV04P379 # صرح في تفسير قوله سبحانه وتعالى: {واركعوا مع الراكعين} [البقرة: 43] بأن صلاتهم لا ركوع فيها، وكذا بان عطية وغيرهما. # ولما كان المقصود من ذكر هذه الآيات بيان الخوارق التي كا
2	60	al-Baqara	biqai-nazm-al-durar	غاية	735624	MEDIUM	ا له ميراثا كاليوم - هذا نصه وقد تقدم ذلك مستوفى من السفر الثاني من التوراة عند قوله تعالى: {وإذ استسقى موسى لقومه} [البقرة: 60] فكان الرجوع إلى قص ما يريد الله سبحانه وتعالى # PageV03P192 # من أحوال بني إسرائيل للأغراض الماضية على غا
2	67	al-Baqara	biqai-nazm-al-durar	مقصود	10030137	MEDIUM	ر الأمر، فهي للعون بخير الأمر، والفلق للعوذ من شر الخلق المحصي لكل خير، وفي البقرة # {أعوذ بالله أن أكون من الجاهلين} [البقرة: 67] {يعلمون الناس السحر} [البقرة: 102]- الآيات، {ود كثير من أهل الكتاب لو يردونكم من بعد إيمانكم كفارا حسدا
2	87	al-Baqara	biqai-nazm-al-durar	مقصود	370087	MEDIUM	كتاب الذي هو مقصود السورة. # ولما ms0214 أنكر عليهم أولا ردهم للرسل لأمرهم بمخالفة الهوى في قوله: {أفكلما جاءكم رسول} [البقرة: 87] وأتبعه بما يلائمه إلى أن ختم بأن آيات هذا الرسول من الأمر البين الذي يشهد به كتابهم وقد أخذ عليهم العهد ب
2	89	al-Baqara	biqai-nazm-al-durar	غاية	9786722	MEDIUM	أو مجيء {البينة *} فكان حالهم كما قال سبحانه {وكانوا من قبل يستفتحون على الذين كفروا فلما جاءهم ما عرفوا كفروا به} [البقرة: 89] وقد كان مجيء البينة يقتضي اجتماعهم على الحق، لا تفرقهم فيه، وكأنه أشار إلى المشركين بالعاطف ولم يصرح بذكر
2	102	al-Baqara	biqai-nazm-al-durar	مقصود	10030173	MEDIUM	ق للعوذ من شر الخلق المحصي لكل خير، وفي البقرة # {أعوذ بالله أن أكون من الجاهلين} [البقرة: 67] {يعلمون الناس السحر} [البقرة: 102]- الآيات، {ود كثير من أهل الكتاب لو يردونكم من بعد إيمانكم كفارا حسدا من عند أنفسهم} [البقرة: 109] الآية،
2	109	al-Baqara	biqai-nazm-al-durar	المقصود	2599398	MEDIUM	جة قاطعة وآية باهرة. # ولما أعقب تعالى قصصهم في البقرة بأمره نبيه والمؤمنين بالعفو والصفح فقال تعالى {فاعفوا واصفحوا} [البقرة: 109] أعقب تعالى أيضا هنا بقوله لنبيه عليه الصلاة والسلام {خذ العفو وأمر بالعرف وأعرض عن الجاهلين} [الأعراف:
2	122	al-Baqara	biqai-nazm-al-durar	غاية	433897	MEDIUM	اة والسلام، وأنهم المنعم عليهم؛ والظاهر عطف {إذ} على {نعمتي} في قوله {يا بني إسرائيل اذكروا نعمتي التي أنعمت عليكم} [البقرة: 122] أي واذكروا إذ ابتلى أباكم إبراهيم فأتم ما ابتلاه به فما لكم أنتم لا تقتدون به فتفعلوا عند الابتلاء فعله
2	143	al-Baqara	biqai-nazm-al-durar	مقصد	6263854	MEDIUM	جتماعها حالة متشابهة هي العدالة، فبهذا الاعتبار عبر عن العدالة بالوساطة، أي في قوله تعالى: {وكذلك جعلناكم أمة وسطا} [البقرة: 143] وإليه أشير بقوله عليه الصلاة والسلام «خير الأمور أوساطها» والحكمة في النفس البهيمية بقاء البدن الذي هو م
2	148	al-Baqara	biqai-nazm-al-durar	المقصود	6770941	MEDIUM	أوجدوه. ولما كان المقصود بيان إسراعهم في الهرب، عدى الفعل مضمنا له معنى {ابتدروا} كما قال تعالى: {واستبقوا الخيرات} [البقرة: 148] فقال: {الصراط} أي الطريق الواضح الذي ألفوه واعتادوه، ولهم به غاية المعرفة. ولما كان الأعمى لا يمكنه في ~
2	163	al-Baqara	biqai-nazm-al-durar	مقصود	1078451	MEDIUM	قوا فتأهلوا لأنواع المعارف قال معليا لهم من مصاعد الربوبية إلى معارج ms0629 الإلهية # {وإلهكم إله واحد لا إله إلا هو} [البقرة: 163] فلما تسنموا هذا الشرف لقنهم العبادات المزكية ونقاهم أرواحها المصفية فذكر أمهات الأعمال أصولا وفروعا ال
2	179	al-Baqara	biqai-nazm-al-durar	غاية	7554876	MEDIUM	ولا تأخير، ولا أن يبدل شيء منها بما يؤدي معناه أو يقوم مقامه، كما أن ذلك في غاية الظهور في موازنة {في القصاص حياة} [البقرة: 179] مع «القتل أنفى للقتل» وذلك بعض آية فكيف بآية # PageV17P379 # فما فوقها فتخضع له جبابرة ألبابكم وتسجد له
2	187	al-Baqara	biqai-nazm-al-durar	غاية	1876138	MEDIUM	كقوله تعالى {من المسجد الحرام إلى المسجد الأقصى} [الإسراء: 1] وتارة لا تدخل كقوله تعالى {ثم أتموا الصيام إلى الليل} # [البقرة: 187] والمرفق ملتقى العظمين، وعفي عما فوق ذلك تخفيفا {وامسحوا} ولما عدل عن تعدية الفعل إلى الرأس، فلم يفعل كما
2	188	al-Baqara	biqai-nazm-al-durar	غرض	199436	MEDIUM	زنا وإتيان الحائض - إلى ما دون ذلك من النهي عما يعدونه في دنياهم كيسا، نحو قوله: {ولا تأكلوا أموالكم بينكم بالباطل} [البقرة: 188] {ولا تأكلوا الربا أضعافا مضاعفة} [آل عمران: 13] {ولا تجسسوا ولا يغتب بعضكم بعضا} [الحجرات: 12] و {لا ي
2	197	al-Baqara	biqai-nazm-al-durar	مقصود	752099	MEDIUM	. وقال الحرالي: لما التف حكم الحج بالحرب تداخلت آيات اشتراكهما وكما تقدم تأسيس فرض الحج في آية {فمن فرض فيهن الحج} [البقرة: 197] انتظم به كتب القتال، والفرض من الشيء ما ينزل بمنزلة الجزء منه، والكتب ما خرز بالشيء فصار كالوصلة فيه، كم
2	213	al-Baqara	biqai-nazm-al-durar	غاية	5151914	MEDIUM	ة ليس سببا للتقطع، بل ربما كان عنه الاجتماع على الضلال، كما يكون في آخر الزمان وكما قال تعالى {كان الناس أمة واحدة} [البقرة: 213] الآية {وما تفرق الذين أوتوا الكتاب إلا من بعد ما جاءتهم البينة} [البينة: 4] . # ولما كان كأنه قيل: فماذا
2	217	al-Baqara	biqai-nazm-al-durar	مقصود	492233	MEDIUM	انتهى. وعبر عنه بذلك لأن السياق للصلاة التي أعظم مقصودها السجود، وسيأتي عند # PageV02P219 # {يسألونك عن الشهر الحرام} [البقرة: 217] زيادة على هذا، وفي الموطأ عن سعيد بن المسيب أنه قال: «صلى رسول الله صلى الله عليه وسلم بعد أن قدم المد
2	249	al-Baqara	biqai-nazm-al-durar	غاية	911870	MEDIUM	موت الحجاج أو بقوله: له فرجة! لأني كنت أطلب شاهدا لاختياري # PageV03P441 # القراءة في سورة البقرة {إلا من اغترف غرفة} [البقرة: 249]- انتهى. ولعل ختام قصص بني إسرائيل بهذه القصة لما فيها للنبي صلى الله عليه وسلم من واضح الدلالة على صحة
2	256	al-Baqara	biqai-nazm-al-durar	غاية	1072853	MEDIUM	الة لهم على ربهم المذكورين أول السورة، فتضمن ذلك وجوب قتالهم وأنهم أعدى الأعداء، وأن قوله تعالى {لا إكراه في الدين} [البقرة: 256] ليس ناهيا عن ذلك وإنما هو إشارة إلى أن الدين صار في الوضوح إلى حد لا يتصور فيه إكراه بل ينبغي لكل عاقل أ
2	268	al-Baqara	biqai-nazm-al-durar	غرض	688205	MEDIUM	نا أن في التمسك به النجاة وفي إنفاقه الهلاك أخبرهم أن الأمر على غير ما يسول به الشيطان من ذلك {الشيطان يعدكم الفقر} [البقرة: 268] وقال الحرالي: ولمكان ما لزم العفو من العز الذي جاء على خلاف غرض النفس نظم به تعالى ما يجيء على خلاف مد
2	281	al-Baqara	biqai-nazm-al-durar		130763	MEDIUM	وهذا آخر خطاب الإقبال عليهم من دعوة الله لهم ولسان النكير عليهم، ولذلك كانت آية: {واتقوا يوما ترجعون فيه إلى الله} [البقرة: 281] آخر آية أنزلت في القرآن، لأنها نهاية ليس وراءه قول يعم أهل الجزاء؛ والرجع عود # PageV01P218 # الشيء عند
2	282	al-Baqara	biqai-nazm-al-durar	غاية	822080	MEDIUM	يهم الله ملكة يميزون بها ما يلبس على غيرهم {أن تتقوا الله يجعل لكم فرقانا} [الأنفال: 29] {واتقوا الله ويعلمكم الله} [البقرة: 282] . # ولما ذكر الطلاق رجعية وبائنة عقبه ببيان وصف الرجعة من الحل والحرمة وبيان وقتها وتحديده والإشارة إلى
2	285	al-Baqara	biqai-nazm-al-durar	غاية	2803914	MEDIUM	ة بالتعبير بالمسلمين دون المؤمنين في قوله {وأنا أول المسلمين} [المائدة: 163] والثانية تومي إلى عدمها وهي {آمن الرسول} [البقرة: 285] إلى قوله: {كل آمن بالله} [البقرة: 285]- والله أعلم -، وكل هذا تبكيت على قومه وتبكيت لهم في عبادتهم الع
3	10	Al Imran	biqai-nazm-al-durar	غاية	1376391	MEDIUM	ية النفوذ في الدقائق من عجائب المقدور في قوله تعالى: {إن الذين كفروا لن تغني عنهم أموالهم ولا أولادهم من الله شيئا} [آل عمران: 10] {قل للذين كفروا ستغلبون} [آل عمران: 12] ذكرهم الله تعالى نصره لهم في غزوة بدر، وهم في القلة دون ما هم ا
3	13	Al Imran	biqai-nazm-al-durar	غرض	199485	MEDIUM	يعدونه في دنياهم كيسا، نحو قوله: {ولا تأكلوا أموالكم بينكم بالباطل} [البقرة: 188] {ولا تأكلوا الربا أضعافا مضاعفة} [آل عمران: 13] {ولا تجسسوا ولا يغتب بعضكم بعضا} [الحجرات: 12] و {لا يسخر قوم من قوم} [الحجرات: 11] وما لحق بهذا النمط
3	14	Al Imran	biqai-nazm-al-durar	المقصد	1396180	MEDIUM	النهي عنه الصرف عن مطلق الإقبال على الدنيا، المشار إلى ذمها في قوله تعالى: {زين للناس حب الشهوات من النساء والبنين} [آل عمران: 14] ، وأمر بما تضمن الفوز والنجاة والقرب، وكان ذلك قد يكون مع التواني أمر بالمسارعة فيه # PageV05P070 # توص
3	15	Al Imran	biqai-nazm-al-durar	المقصد	1396614	MEDIUM	ان: 120] الموصوفين بما تقدم في قوله تعالى في المقصد الثالث من دعائم هذه السورة {قل أأنبئكم بخير من ذلك للذين اتقوا} [آل عمران: 15] ، على وجه أبلغ من ذلك بالمسارعة إلى ما يوجب المغفرة من الرب اللطيف بعباده، وإلى ما يبيح الجنة أعدت لل
3	25	Al Imran	biqai-nazm-al-durar	غاية	7398127	MEDIUM	وحقير، ms4339 وقليل وكثير، والبراءة من الظلم، كما قال تعالى {وقضى بينهم بالحق وهم لا يظلمون} {ووفيت كل نفس ما عملت} [آل عمران: 25] {وهو أعلم بما يفعلون} وأشير إلى التوعد بالجزاء في يوم الفصل لأنا نشاهد أكثر الخلق يموت من غير جزاء، وكا
3	40	Al Imran	biqai-nazm-al-durar	غرض	1496350	MEDIUM	~بالجعل، لخلو السياق عن هذا الغرض، ويؤيد هذا أنه قال تعالى في أمر يحيى عليه الصلاة والسلام # {كذلك الله يفعل ما يشاء} [آل عمران: 40] وفي أمر عيسى عليه الصلاة والسلام {يخلق ما يشاء} [آل عمران: 47] ، وأيضا فالسياق هنا للترهيب الموجب للت
3	47	Al Imran	biqai-nazm-al-durar	غرض	1496415	MEDIUM	يحيى عليه الصلاة والسلام # {كذلك الله يفعل ما يشاء} [آل عمران: 40] وفي أمر عيسى عليه الصلاة والسلام {يخلق ما يشاء} [آل عمران: 47] ، وأيضا فالسياق هنا للترهيب الموجب للتقوى، فكان بالخلق الذي هو أعظم في إظهار الاقتداء - لأنه اختراع الأ
3	55	Al Imran	biqai-nazm-al-durar	غاية	8750099	MEDIUM	[النمل: 40] قوة مستفادة من علم، والظاهر كما هو ظاهر قوله تعالى: {جاعل الذين اتبعوك فوق الذين كفروا إلى يوم القيامة} [آل عمران: 55] وغيرها أن تأييد المؤمنين به كان بعد رفعه بيسير حين ظهر # PageV20P042 # الحواريون وانبثوا في البلاد يدعو
3	59	Al Imran	biqai-nazm-al-durar	غاية	415524	MEDIUM	وقال الإمام أبو علي الفارسي في كتاب الحجة: إن ذلك لا يطرد في مثل ثاني حرفي آل عمران وهو قوله: {ثم قال له كن فيكون} [آل عمران: 59] لأنه لا يحسن تخالف الفعلين المتعاطفين بالمضي وغيره، وأول قوله: # ولقد أمر على اللئيم يسبني ... فمضيت ثم
3	75	Al Imran	biqai-nazm-al-durar	المقصود	2890573	MEDIUM	كأنه قيل: أنتم قائلون بأن من أشرك لا يغفر له لتركه ما نصب له من الأدلة حتى إنكم لتقولون {ليس علينا في الأميين سبيل} [آل عمران: 75] لذلك، فما لكم توسعون المغفرة لكم في ترك ما أخذ عليكم به الميثاق الخاص وقد ضيقتموها على غيركم في ترك م
3	92	Al Imran	biqai-nazm-al-durar	غاية	1389444	MEDIUM	رزقناهم ينفقون} [البقرة: 3] ؛ {والمنفقين والمستغفرين بالأسحار} [آل عمران: 17] ؛ {لن تنالوا البر حتى تنفقوا مما تحبون} [آل عمران: 92] ناه عن الالتفات إلى الدنيا بالإقبال على غنيمة أو غيرها # PageV05P063 # بطريق الإشارة بدلالة التضمن، إذ
3	120	Al Imran	biqai-nazm-al-durar	المقصد	1396487	MEDIUM	~في قوله: {بلى إن تصبروا وتتقوا ويأتوكم من فورهم هذا يمددكم} [آل عمران: 125] ، {وإن تصبرو وتتقوا لا يضركم كيدهم شيئا} [آل عمران: 120] الموصوفين بما تقدم في قوله تعالى في المقصد الثالث من دعائم هذه السورة {قل أأنبئكم بخير من ذلك للذين
3	123	Al Imran	biqai-nazm-al-durar	غاية	1416864	MEDIUM	~تعالى - عطفا على قوله: {بلى إن تصبروا وتتقوا} [آل عمران: 125] ، مصرحا بما لوح إليه تقديرا قبل {ولقد نصركم الله ببدر} [آل عمران: 123] كما مضى -: {ولقد صدقكم الله وعده} أي في قوله {وإن تصبروا وتتقوا لا يضركم كيدهم} [آل عمران: 120] {إذ
3	126	Al Imran	biqai-nazm-al-durar	غاية	2974551	MEDIUM	ى البأس ولو كان فيه لقاء جميع الناس. # ولما أكد هنا، لم يحتج إلى إعادة تأكيده في ms1741 آل عمران فقيل {العزيز الحكيم} [آل عمران: 126] أي الذي أخبركم عن عزته وحكمته في غزوة بدر بما يليق بذلك المقام من التأكيد، وأخبركم أنكم إن فاديتم الأس
3	130	Al Imran	biqai-nazm-al-durar	المقصد	1396810	MEDIUM	اللطيف بعباده، وإلى ما يبيح الجنة أعدت للمتقين الذين تقدمت الإشارة إليهم في قوله تعالى: {واتقوا الله لعلكم تفلحون} [آل عمران: 130] الذين يتخلون عن الأموال وجميع مصانع الدنيا فلا تمتد أعينهم إلى الازدياد من شيء منها ويتحلون بالزهد فيه
3	146	Al Imran	biqai-nazm-al-durar	غاية	2332119	MEDIUM	غى عليهم، ومجيء نبأهم تقدم إجمالا وتفصيلا، أما إجمالا ففي مثل قوله # PageV07P098 # {وكأين من نبي قاتل معه ربيون كثير} [آل عمران: 146] ، {أفكلما جاءكم رسول بما لا تهوى أنفسكم} [البقرة: 87] وأما تفصيلا ففي ذكر موسى وعيسى وغيرهما؛ وفي قو
3	164	Al Imran	biqai-nazm-al-durar	مقصود	8780571	MEDIUM	لا يدعوهم إلا لما يحييهم من الصلاة والوعظ الذي هو عين تنزيه الله وتسبيحه {يتلو عليهم آياته ويعلمهم الكتاب والحكمة} [آل عمران: 164] يزكيهم ربهم ويرزقهم من فضله إنه كريم وهاب - والله أعلم بالصواب. # PageV20P072 # سورة المنافقون # مقصود
3	173	Al Imran	biqai-nazm-al-durar	المقصود	3200815	MEDIUM	ئله واحد وأسند إلى الكل كما يقال: فلان يركب الخيول وقد لا يكون له إلا فرس واحد، وهو كقوله تعالى {الذين قال لهم الناس} [آل عمران: 173] وقيل: كان فاشيا فيهم فلما عابهم الله به تركوه وهم الآن ينكرونه، والله تعالى أصدق حديثا {وقالت النصار
3	200	Al Imran	biqai-nazm-al-durar	مقصود	1493744	MEDIUM	: 169] ، {الذين استجابوا لله والرسول من بعد ما أصابهم القرح} [آل عمران: 172] ، {يا أيها الذين آمنوا اصبروا وصابروا} [آل عمران: 200] ، وكانت قصة أحد قد أسفرت عن أيتام استشهد مورثوهم في حب الله، وكان من أمرهم في الجاهلية منع أمثالهم م
4	1	al-Nisa	biqai-nazm-al-durar	المقصود	1512738	MEDIUM	وت المكتوب علينا، وناسب هذا المقصود من التواصل والألفة ما افتتحت به السورة من قوله تعالى: {الذي خلقكم من نفس واحدة} [النساء: 1] ، فافتتحها بالالتئام والوصلة ولهذا خصت من حكم تشاجر الزوجين بالإعلام بصورة الإصلاح والمعدلة إبقاء لذلك الت
4	13	al-Nisa	biqai-nazm-al-durar	المقصود	1512957	MEDIUM	لمعدلة إبقاء لذلك التواصل فلم يكن الطلاق ليناسب هذا، فلم يقع له هنا ذكر إلا إيماء {وإن يتفرقا يغن الله كلا من سعته} [النساء: 13] ولكثرة ما يعرض من رعي حظوظ النفوس عند الزوجية ومع القرابة - ويدق ذلك ويغمض - تكرر كثيرا في هذه السورة الأ
4	26	al-Nisa	biqai-nazm-al-durar	مقصود	9932111	MEDIUM	لا ينطق عن الهوى، وحال الضال الذي إنما ينطق عن الهوى - قوله تعالى: # {يريد الله ليبين لكم ويهديكم سنن الذين من قبلكم} [النساء: 26] وختمها إشارة إلى التحذير من مثل حاله، فكأنه قيل: يبين الله لكم أن تضلوا فكونوا كأبي لهب في البوار، وصلي
4	31	al-Nisa	biqai-nazm-al-durar	غاية	6881109	MEDIUM	ا اكتسبت} «ومن هم بسيئة ولم # PageV16P270 # يعملها كتبت له حسنة» {وأن تجتنبوا كبائر ما تنهون عنه نكفر عنكم سيئاتكم} [النساء: 31] . # قصة ذبح إبراهيم لولده عليهما السلام من التوارة وبيان أنهم بدلوها، قال مترجمهم: فغرس إبراهيم ببئر سبع
4	32	al-Nisa	biqai-nazm-al-durar	المقصود	1589683	MEDIUM	لتذكير بالتقوى التي افتتحت السورة بالأمر بها، فكان التقدير حتما: فاتقوه؛ عطف عليه، أو على نحو {وسئلوا الله من فضله} [النساء: 32] أو على {اتقوا ربكم} الخلق المقصود من الخلق المبثوثين على تلك الصفة، وهو العبادة الخالصة التي هي الإحسان ف
4	43	al-Nisa	biqai-nazm-al-durar	المقصود	6485436	MEDIUM	الا للشيء في حقيقته ومجازه كما هو مذهب إمامنا الشافعي رضي الله عنه، ومثل بآية النساء # {لا تقربوا الصلاة وأنتم سكارى} [النساء: 43] وبقوله: {أو لامستم النساء} [النساء: 43، المائدة: 6] وغير ذلك، وقد بينت في سورة الرعد أن مادة «صلوا» بجم
4	44	al-Nisa	biqai-nazm-al-durar	مقصود	1719940	MEDIUM	صره في وقت ما! وما أشد التئامها بختام أول الآيات المحذرة منهم {ألم تر إلى الذين أوتوا نصيبا من الكتاب يشترون الضلالة} [النساء: 44] إلى قوله {وكفى بالله وليا وكفى بالله نصيرا} [النساء: 45] إشارة إلى أن مقصود المنافقين من مشايعة أهل الك
4	45	al-Nisa	biqai-nazm-al-durar	مقصود	1719999	MEDIUM	هم {ألم تر إلى الذين أوتوا نصيبا من الكتاب يشترون الضلالة} [النساء: 44] إلى قوله {وكفى بالله وليا وكفى بالله نصيرا} [النساء: 45] إشارة إلى أن مقصود المنافقين من مشايعة أهل الكتاب ومتابعتهم إنما هو الولاية والنصرة، وأنهم قد ضيعوا مني
4	48	al-Nisa	biqai-nazm-al-durar	غاية	4055484	MEDIUM	~فلذلك يقيم الناس دهرا طويلا يكفرون ولا يعاقبون حلما منه سبحانه، والآية مقيدة بآية النساء {ويعفر ما دون ذلك لمن يشاء} [النساء: 48] وإن لم يكن توبة، فإن التائب ليس على ظلمه. ms2376 # ولما كان يمهل سبحانه ولا يهمل وذكر إمهاله، ذكر أخذه مؤ
4	56	al-Nisa	biqai-nazm-al-durar	مقصود	6616387	MEDIUM	اد شيء إلا وجد في أسرع وقت، فهي دار الإبداع والاختراع بالحقيقة وكذا النار)) كلما نضجت جلودهم بدلناهم جلودا غيرها () [النساء: 56] ؛ وكذا تسميتها بالملائكة فإنهم يبدعون خلقا جديدا كل واحد منهم على صورته التي أراد الله المطابقة لقدرته
4	82	al-Nisa	biqai-nazm-al-durar	غرض	8998136	MEDIUM	شاهد قاطع لكل عاقل متصف بصحة نبوته صلى الله عليه وسلم وجليل صدقه # {ولو كان من عند غير الله لوجدوا فيه اختلافا كثيرا} [النساء: 82] فقد تبين موقع هذه السورة هنا، وتلاؤم ما بعده من آيها يذكر في التفسير - انتهى. # ولما نفى سبحانه عنه صلى
4	84	al-Nisa	biqai-nazm-al-durar	غاية	1675647	MEDIUM	نى الأسنان إلى أن الراسخين غير محتاجين إلى مزيد التأكيد في التأديب، وما أحسن التفاته إلى قوله تعالى {وحرض المؤمنين} [النساء: 84] إشارة منه تعالى إلى أنهم يتأثرون من تحريضه صلى الله عليه وسلم # PageV05P365 # وينقادون لأمره، بما دلت علي
4	94	al-Nisa	biqai-nazm-al-durar	غرض	199785	MEDIUM	لطية غرض النفس # PageV01P323 # نحو قوله تعالى: {ولا تقولوا لمن ألقى إليكم السلام لست مؤمنا تبتغون عرض الحياة الدنيا} [النساء: 94] إلى ما دون ذلك من النهي عما يقدح في الفضل وإن كان من حكم العدل نحو قوله تعالى: {ولا يأتل أولو الفضل منكم
4	119	al-Nisa	biqai-nazm-al-durar	غاية	1846144	MEDIUM	ك ما أشير إليه بقوله تعالى في التي قبلها حكاية عن الشيطان {ولآمرنهم فليبتكن أذان الأنعام ولآمرنهم فليغيرن خلق الله} [النساء: 119] من السائبة وما معها مما كانوا اتخذوه دينا، وفصلو فيه تفاصيل - كما سيأتي صريحا في آخر هذه السورة بقوله تع
4	148	al-Nisa	biqai-nazm-al-durar	مقصود	2605253	MEDIUM	ال: واستضعف إعمال المصدر وفيه لام التعريف وقد ذكرنا أنه جاء في التنزيل {لا يحب الله الجهر بالسوء من القول إلا من ظلم} [النساء: 148]- انتهى. أي والوزن في ذلك اليوم مقصور على الحق، يطابقه الواقع # PageV07P359 # مطابقة حقيقية لا فضل فيها أ
4	171	al-Nisa	biqai-nazm-al-durar	غاية	1738556	MEDIUM	ا، وإذا تأملت ختام قوله تعالى في قصة عيسى عليه الصلاة والسلام # PageV05P429 # في آخر هذه السورة {سبحانه أن يكون له ولد} [النساء: 171] زاد ذلك هذا السر - وهو كونه لا اعتراض عليه - وضوحا. # ولما كان في هذا تهديد بليغ وتعريف بسعة الملك وكمال
5	3	al-Maida	biqai-nazm-al-durar	المقصود	21164	MEDIUM	# PageV01P048 # الأمر والخلق من جميع وجوهه، فصار قرآنا جامعا للكل متمما للنعمة مكملا للدين # {اليوم أكملت لكم دينكم} [المائدة: 3] الآية، بعثت لأتمم مكارم الأخلاق. وإن إلى ربك المنتهى. # ووجه فوت أم القرآن للقرآن أن القرآن مقصود تنزيله
